person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26.0,female,Associate,114604.0,2,RENT,14112.0,VENTURE,7.24,0.12,4.0,467,Yes,0
25.0,female,Bachelor,90985.0,3,RENT,20000.0,PERSONAL,10.57,0.22,2.0,662,Yes,0
26.0,male,Associate,97408.0,4,MORTGAGE,15000.0,EDUCATION,14.51,0.15,2.0,635,No,0
23.0,female,Bachelor,50310.0,0,RENT,4605.0,PERSONAL,9.36,0.09,4.0,516,Yes,0
25.0,female,High School,45397.0,0,MORTGAGE,15000.0,MEDICAL,10.97,0.33,6.0,646,Yes,0
24.0,female,Master,102664.0,3,RENT,7200.0,VENTURE,7.53,0.07,4.0,629,Yes,0
24.0,female,Associate,90986.0,1,MORTGAGE,5405.0,PERSONAL,9.13,0.06,4.0,678,No,0
28.0,male,Associate,81175.0,5,RENT,5000.0,PERSONAL,13.56,0.06,8.0,562,Yes,0
28.0,female,High School,176284.0,4,MORTGAGE,14651.0,DEBTCONSOLIDATION,7.11,0.08,5.0,590,No,0
33.0,male,Associate,85121.0,12,MORTGAGE,3000.0,MEDICAL,13.65,0.04,9.0,669,No,0
32.0,male,Associate,188986.0,8,MORTGAGE,7215.0,PERSONAL,7.69,0.04,7.0,564,Yes,0
38.0,male,High School,73119.0,18,MORTGAGE,5192.0,PERSONAL,11.1,0.07,11.0,684,No,0
23.0,male,Master,48716.0,0,RENT,6000.0,MEDICAL,7.74,0.12,3.0,606,Yes,0
43.0,male,Associate,72909.0,20,RENT,15000.0,HOMEIMPROVEMENT,11.35,0.21,12.0,680,No,0
24.0,female,High School,145056.0,3,MORTGAGE,14000.0,MEDICAL,10.0,0.1,4.0,590,Yes,0
27.0,male,Master,49278.0,5,RENT,2400.0,MEDICAL,6.58,0.05,6.0,635,Yes,0
26.0,female,Bachelor,61091.0,5,MORTGAGE,10000.0,EDUCATION,7.63,0.16,3.0,598,Yes,0
31.0,male,Associate,154534.0,7,MORTGAGE,11214.0,EDUCATION,10.34,0.07,7.0,609,Yes,0
36.0,female,High School,41953.0,15,RENT,5000.0,PERSONAL,10.65,0.12,12.0,655,No,0
28.0,male,High School,59463.0,4,RENT,12000.0,VENTURE,12.87,0.2,7.0,556,No,0
23.0,male,Bachelor,29962.0,1,RENT,5550.0,VENTURE,12.53,0.19,4.0,661,No,0
24.0,female,Bachelor,79179.0,0,MORTGAGE,10000.0,VENTURE,11.6,0.13,5.0,703,No,0
35.0,male,Associate,50241.0,12,RENT,6000.0,MEDICAL,11.2,0.12,10.0,601,No,0
33.0,female,Master,151120.0,12,RENT,20036.0,DEBTCONSOLIDATION,8.01,0.13,8.0,633,Yes,0
27.0,female,Associate,35942.0,5,RENT,7054.0,DEBTCONSOLIDATION,6.68,0.2,9.0,597,Yes,0
35.0,female,Master,109055.0,15,RENT,12000.0,DEBTCONSOLIDATION,10.68,0.11,9.0,645,Yes,0
24.0,male,High School,42840.0,0,RENT,6000.0,EDUCATION,10.7,0.14,3.0,587,Yes,0
23.0,male,Bachelor,88769.0,4,MORTGAGE,7000.0,VENTURE,10.66,0.08,3.0,670,Yes,0
24.0,male,High School,114747.0,2,RENT,24000.0,EDUCATION,8.98,0.21,4.0,667,Yes,0
30.0,female,Doctorate,100480.0,4,MORTGAGE,18000.0,DEBTCONSOLIDATION,10.48,0.18,7.0,658,Yes,0
25.0,male,Bachelor,116087.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,8.6,0.1,4.0,677,No,0
27.0,female,Associate,139427.0,5,MORTGAGE,20000.0,DEBTCONSOLIDATION,10.57,0.14,8.0,637,Yes,0
30.0,male,Associate,90782.0,5,MORTGAGE,12000.0,MEDICAL,7.48,0.13,9.0,563,Yes,0
25.0,male,Master,60954.0,2,RENT,4800.0,VENTURE,10.78,0.08,4.0,613,Yes,0
30.0,male,Master,79085.0,7,RENT,4000.0,VENTURE,10.58,0.05,7.0,730,No,0
30.0,male,Associate,96849.0,10,RENT,14000.0,EDUCATION,14.73,0.14,6.0,661,Yes,0
27.0,male,Associate,87311.0,7,MORTGAGE,17000.0,MEDICAL,6.18,0.19,6.0,535,Yes,0
23.0,male,Bachelor,51301.0,2,RENT,8500.0,EDUCATION,11.43,0.17,4.0,710,No,0
30.0,female,Associate,34739.0,8,RENT,6300.0,VENTURE,11.99,0.18,9.0,610,Yes,0
34.0,male,Associate,61420.0,9,OWN,10000.0,EDUCATION,6.03,0.16,6.0,481,Yes,0
31.0,female,High School,115114.0,6,RENT,2465.0,DEBTCONSOLIDATION,13.72,0.02,7.0,643,Yes,0
26.0,female,Bachelor,108841.0,3,MORTGAGE,7500.0,DEBTCONSOLIDATION,9.79,0.07,6.0,610,Yes,0
25.0,female,High School,90963.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,12.85,0.13,4.0,656,Yes,0
39.0,male,Master,39853.0,15,RENT,2403.0,VENTURE,8.84,0.06,17.0,673,Yes,0
23.0,female,Bachelor,42998.0,3,RENT,1500.0,EDUCATION,8.91,0.03,3.0,644,No,0
25.0,male,Associate,56083.0,4,RENT,11000.0,VENTURE,12.35,0.2,3.0,549,Yes,0
31.0,female,Bachelor,95402.0,8,MORTGAGE,1467.0,EDUCATION,10.89,0.02,6.0,668,No,0
26.0,male,High School,38335.0,2,RENT,6400.0,VENTURE,7.78,0.17,4.0,662,Yes,0
32.0,female,Associate,53880.0,9,RENT,8000.0,MEDICAL,10.3,0.15,10.0,661,No,0
23.0,male,Associate,66861.0,0,RENT,12307.0,MEDICAL,10.92,0.18,4.0,646,Yes,0
24.0,male,Master,221195.0,1,MORTGAGE,20235.0,DEBTCONSOLIDATION,11.84,0.09,4.0,708,No,0
27.0,female,Associate,71381.0,6,MORTGAGE,6400.0,DEBTCONSOLIDATION,11.42,0.09,5.0,552,Yes,0
29.0,female,Doctorate,42931.0,4,OWN,10000.0,EDUCATION,7.74,0.23,7.0,579,Yes,0
27.0,male,High School,57080.0,0,RENT,13000.0,DEBTCONSOLIDATION,10.79,0.23,6.0,597,Yes,0
26.0,female,Bachelor,67860.0,4,RENT,8039.0,HOMEIMPROVEMENT,11.59,0.12,4.0,678,No,0
25.0,female,Master,55917.0,5,MORTGAGE,1868.0,VENTURE,11.6,0.03,6.0,622,Yes,0
30.0,female,Master,108750.0,6,MORTGAGE,12000.0,EDUCATION,7.43,0.11,8.0,679,Yes,0
30.0,female,Bachelor,97031.0,3,MORTGAGE,20000.0,EDUCATION,11.38,0.21,9.0,686,No,0
24.0,female,Bachelor,79294.0,3,MORTGAGE,5153.0,EDUCATION,10.45,0.06,4.0,624,Yes,0
27.0,female,Doctorate,70971.0,4,RENT,6000.0,HOMEIMPROVEMENT,12.9,0.08,4.0,681,Yes,0
27.0,male,Bachelor,41515.0,6,RENT,7000.0,VENTURE,8.14,0.17,3.0,677,No,0
37.0,male,Associate,94504.0,17,MORTGAGE,20000.0,EDUCATION,13.9,0.21,11.0,549,Yes,0
31.0,male,Master,29658.0,11,MORTGAGE,1111.0,MEDICAL,9.41,0.04,6.0,656,No,0
26.0,female,Bachelor,74185.0,2,RENT,17000.0,HOMEIMPROVEMENT,6.03,0.23,6.0,609,Yes,0
25.0,male,High School,37145.0,3,RENT,6000.0,MEDICAL,7.81,0.16,3.0,546,Yes,0
24.0,male,High School,123680.0,4,RENT,23942.0,DEBTCONSOLIDATION,9.82,0.19,3.0,681,Yes,0
28.0,female,Associate,51512.0,4,MORTGAGE,15000.0,EDUCATION,12.77,0.29,8.0,624,Yes,0
41.0,male,High School,55903.0,15,RENT,5000.0,PERSONAL,6.39,0.09,14.0,504,Yes,0
25.0,male,Associate,67208.0,3,RENT,4200.0,HOMEIMPROVEMENT,14.8,0.06,4.0,652,Yes,0
23.0,female,High School,73077.0,0,RENT,3600.0,EDUCATION,8.61,0.05,3.0,586,Yes,0
23.0,female,High School,69696.0,0,RENT,9000.0,DEBTCONSOLIDATION,6.63,0.13,3.0,622,Yes,0
23.0,female,High School,64829.0,2,RENT,10000.0,EDUCATION,10.13,0.15,4.0,617,Yes,0
25.0,male,High School,49096.0,2,RENT,10000.0,VENTURE,12.06,0.2,3.0,625,No,0
28.0,male,High School,138865.0,1,RENT,35000.0,EDUCATION,15.92,0.25,5.0,667,Yes,0
22.0,male,Master,73438.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,5.77,0.14,2.0,572,Yes,0
38.0,female,Associate,82541.0,14,MORTGAGE,5000.0,VENTURE,11.06,0.06,15.0,671,Yes,0
39.0,male,Associate,133010.0,15,MORTGAGE,10848.0,VENTURE,12.25,0.08,15.0,518,Yes,0
24.0,male,High School,42906.0,0,RENT,8000.0,VENTURE,11.53,0.19,3.0,634,Yes,0
27.0,female,Master,24861.0,7,OWN,3000.0,VENTURE,10.19,0.12,5.0,706,Yes,0
26.0,female,High School,85056.0,4,MORTGAGE,1000.0,VENTURE,12.05,0.01,3.0,622,Yes,0
33.0,female,Associate,87353.0,10,RENT,12000.0,VENTURE,10.84,0.14,5.0,640,Yes,0
34.0,female,Bachelor,72987.0,12,RENT,11390.0,PERSONAL,11.03,0.16,9.0,647,No,0
28.0,male,Doctorate,48128.0,4,MORTGAGE,25000.0,DEBTCONSOLIDATION,11.31,0.52,6.0,666,Yes,0
25.0,male,Associate,108731.0,0,MORTGAGE,18000.0,HOMEIMPROVEMENT,9.27,0.17,3.0,630,Yes,0
26.0,male,Master,52488.0,1,RENT,7000.0,MEDICAL,7.88,0.13,4.0,482,Yes,0
40.0,male,Associate,367833.0,18,MORTGAGE,15663.0,VENTURE,11.59,0.04,17.0,633,Yes,0
25.0,male,Associate,68116.0,0,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.48,0.22,2.0,616,Yes,0
28.0,female,Associate,84993.0,6,RENT,12758.0,HOMEIMPROVEMENT,11.01,0.15,5.0,667,No,0
27.0,female,Associate,204903.0,9,RENT,12075.0,VENTURE,12.42,0.06,10.0,712,No,0
24.0,male,Bachelor,73366.0,1,RENT,12000.0,EDUCATION,10.49,0.16,4.0,712,Yes,0
23.0,male,Associate,80440.0,4,MORTGAGE,6000.0,EDUCATION,7.78,0.07,2.0,572,Yes,0
25.0,male,High School,151183.0,1,RENT,3000.0,EDUCATION,14.71,0.02,4.0,676,Yes,0
34.0,female,Bachelor,96946.0,9,RENT,21000.0,PERSONAL,11.36,0.22,12.0,660,Yes,0
43.0,female,Associate,72657.0,18,RENT,18000.0,DEBTCONSOLIDATION,11.06,0.25,11.0,665,Yes,0
35.0,male,Associate,97026.0,10,MORTGAGE,6000.0,VENTURE,11.9,0.06,12.0,530,Yes,0
30.0,female,Bachelor,77654.0,9,RENT,18000.0,VENTURE,8.96,0.23,8.0,647,Yes,0
28.0,male,Associate,116186.0,7,MORTGAGE,2857.0,DEBTCONSOLIDATION,10.59,0.02,8.0,615,Yes,0
41.0,male,Doctorate,78785.0,15,MORTGAGE,22683.0,VENTURE,9.36,0.29,12.0,692,No,0
24.0,male,Master,50241.0,2,MORTGAGE,6000.0,EDUCATION,10.37,0.12,3.0,700,Yes,0
29.0,female,High School,143446.0,5,MORTGAGE,35000.0,EDUCATION,8.17,0.24,8.0,668,No,0
26.0,female,High School,61015.0,3,MORTGAGE,9000.0,PERSONAL,7.66,0.15,3.0,647,Yes,0
34.0,male,High School,75411.0,8,RENT,11200.0,DEBTCONSOLIDATION,10.04,0.15,14.0,595,Yes,0
24.0,male,Bachelor,90673.0,4,RENT,11054.0,MEDICAL,10.05,0.12,4.0,678,Yes,0
27.0,female,Bachelor,31144.0,4,RENT,5000.0,EDUCATION,9.68,0.16,7.0,571,Yes,0
29.0,male,Associate,70477.0,7,RENT,7000.0,VENTURE,11.14,0.1,10.0,642,Yes,0
28.0,male,Master,119742.0,7,MORTGAGE,8124.0,EDUCATION,9.9,0.07,6.0,680,No,0
31.0,female,High School,36929.0,8,RENT,7200.0,VENTURE,11.48,0.19,6.0,588,Yes,0
30.0,female,Bachelor,99473.0,11,RENT,5000.0,PERSONAL,6.89,0.05,8.0,605,Yes,0
28.0,female,Associate,66954.0,7,MORTGAGE,20000.0,EDUCATION,6.92,0.3,7.0,612,Yes,0
32.0,male,High School,51206.0,9,RENT,2000.0,VENTURE,13.82,0.04,9.0,528,Yes,0
24.0,female,High School,28469.0,0,MORTGAGE,7000.0,EDUCATION,8.47,0.25,6.0,685,No,0
28.0,female,Associate,105338.0,3,RENT,14884.0,HOMEIMPROVEMENT,10.87,0.14,8.0,538,Yes,0
32.0,female,Master,69195.0,7,MORTGAGE,12987.0,PERSONAL,7.88,0.19,5.0,648,No,0
28.0,male,Master,169183.0,7,MORTGAGE,18000.0,EDUCATION,15.59,0.11,7.0,595,Yes,0
30.0,female,Bachelor,52073.0,8,RENT,3500.0,EDUCATION,10.55,0.07,6.0,666,Yes,0
23.0,female,Bachelor,51147.0,0,MORTGAGE,3500.0,PERSONAL,9.7,0.07,3.0,696,No,0
32.0,male,High School,78980.0,11,RENT,15000.0,EDUCATION,7.51,0.19,9.0,610,Yes,0
24.0,female,High School,116619.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.45,0.09,3.0,656,Yes,0
22.0,male,Bachelor,90914.0,0,RENT,5000.0,VENTURE,11.2,0.05,3.0,654,No,0
22.0,female,High School,67251.0,0,RENT,12000.0,EDUCATION,9.69,0.18,4.0,560,No,0
29.0,male,Master,51615.0,6,OWN,8000.0,HOMEIMPROVEMENT,8.89,0.15,6.0,659,Yes,0
22.0,female,Bachelor,60926.0,0,RENT,10000.0,EDUCATION,11.45,0.16,3.0,612,Yes,0
24.0,male,Associate,86139.0,5,RENT,4899.0,MEDICAL,12.27,0.06,3.0,636,Yes,0
29.0,male,Master,84708.0,5,MORTGAGE,20000.0,EDUCATION,11.24,0.24,8.0,689,Yes,0
28.0,male,Associate,121241.0,2,MORTGAGE,20419.0,PERSONAL,17.49,0.17,7.0,647,Yes,0
25.0,male,Associate,97781.0,2,RENT,18000.0,PERSONAL,13.92,0.18,4.0,640,No,0
24.0,male,High School,63972.0,0,MORTGAGE,7000.0,HOMEIMPROVEMENT,6.38,0.11,3.0,642,No,0
25.0,male,Associate,93483.0,0,MORTGAGE,6077.0,MEDICAL,8.93,0.07,4.0,596,No,0
36.0,male,High School,210851.0,12,MORTGAGE,20512.0,DEBTCONSOLIDATION,11.7,0.1,12.0,664,Yes,0
25.0,male,Associate,57344.0,1,RENT,6000.0,DEBTCONSOLIDATION,11.66,0.1,3.0,626,No,0
23.0,male,Bachelor,87538.0,0,OWN,16000.0,EDUCATION,10.76,0.18,3.0,651,Yes,0
32.0,male,Bachelor,82831.0,7,MORTGAGE,2068.0,HOMEIMPROVEMENT,10.89,0.02,9.0,542,Yes,0
24.0,female,Bachelor,73956.0,0,RENT,6884.0,EDUCATION,10.26,0.09,3.0,570,Yes,0
22.0,male,Bachelor,85217.0,0,MORTGAGE,2000.0,VENTURE,11.3,0.02,4.0,673,No,0
23.0,male,Associate,36995.0,0,RENT,5000.0,EDUCATION,10.44,0.14,3.0,624,Yes,0
35.0,female,Bachelor,72848.0,12,MORTGAGE,6400.0,DEBTCONSOLIDATION,9.86,0.09,11.0,684,No,0
26.0,male,Associate,33582.0,6,RENT,3025.0,DEBTCONSOLIDATION,15.88,0.09,2.0,669,No,0
26.0,male,Associate,64525.0,8,MORTGAGE,8000.0,EDUCATION,9.29,0.12,2.0,668,Yes,0
36.0,male,High School,61011.0,10,RENT,15000.0,HOMEIMPROVEMENT,13.0,0.25,11.0,619,Yes,0
28.0,male,Bachelor,109503.0,2,MORTGAGE,5512.0,MEDICAL,9.22,0.05,6.0,649,Yes,0
30.0,female,Master,79103.0,5,MORTGAGE,6000.0,MEDICAL,6.99,0.08,10.0,698,No,0
29.0,male,Associate,68386.0,5,RENT,14000.0,MEDICAL,12.19,0.2,7.0,568,Yes,0
37.0,male,High School,210982.0,16,MORTGAGE,21000.0,DEBTCONSOLIDATION,10.09,0.1,14.0,610,No,0
25.0,female,Master,30183.0,1,RENT,4750.0,EDUCATION,10.4,0.16,4.0,620,No,0
22.0,female,High School,66876.0,1,RENT,7500.0,DEBTCONSOLIDATION,7.68,0.11,3.0,520,Yes,0
25.0,male,Bachelor,115129.0,0,MORTGAGE,4000.0,VENTURE,9.28,0.03,4.0,549,Yes,0
25.0,male,Bachelor,210793.0,2,MORTGAGE,10000.0,HOMEIMPROVEMENT,15.05,0.05,4.0,647,No,0
42.0,male,Associate,87298.0,17,MORTGAGE,4331.0,MEDICAL,7.21,0.05,10.0,691,Yes,0
25.0,female,Bachelor,45473.0,4,MORTGAGE,8400.0,PERSONAL,10.72,0.18,4.0,686,No,0
26.0,female,Associate,97489.0,3,MORTGAGE,12000.0,MEDICAL,6.16,0.12,4.0,675,Yes,0
28.0,male,Bachelor,122316.0,5,MORTGAGE,11562.0,MEDICAL,11.53,0.09,7.0,689,No,0
23.0,female,Associate,112201.0,0,RENT,9360.0,EDUCATION,8.37,0.08,4.0,588,Yes,0
22.0,male,High School,144618.0,2,RENT,10000.0,DEBTCONSOLIDATION,10.02,0.07,3.0,611,Yes,0
31.0,male,Associate,47135.0,9,RENT,3557.0,DEBTCONSOLIDATION,13.34,0.08,9.0,672,Yes,0
26.0,male,Bachelor,25530.0,7,RENT,4774.0,DEBTCONSOLIDATION,12.06,0.19,5.0,697,Yes,0
24.0,female,High School,132888.0,1,MORTGAGE,6138.0,EDUCATION,8.84,0.05,4.0,614,Yes,0
24.0,male,Bachelor,52445.0,3,RENT,3000.0,EDUCATION,8.37,0.06,5.0,557,Yes,0
22.0,male,Associate,37064.0,0,RENT,9032.0,MEDICAL,6.79,0.24,4.0,640,Yes,0
23.0,male,High School,66991.0,0,MORTGAGE,5000.0,VENTURE,7.07,0.07,3.0,668,Yes,0
25.0,female,High School,116238.0,6,MORTGAGE,4768.0,VENTURE,11.42,0.04,4.0,514,Yes,0
31.0,female,High School,145058.0,9,MORTGAGE,14000.0,MEDICAL,9.4,0.1,9.0,621,No,0
32.0,female,High School,93625.0,9,MORTGAGE,3000.0,HOMEIMPROVEMENT,9.06,0.03,10.0,555,Yes,0
32.0,male,Bachelor,68135.0,9,MORTGAGE,8000.0,EDUCATION,8.6,0.12,6.0,649,Yes,0
24.0,male,High School,96531.0,0,MORTGAGE,30000.0,VENTURE,10.24,0.31,4.0,594,Yes,0
29.0,male,Associate,169246.0,6,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.88,0.15,10.0,575,Yes,0
25.0,male,Master,111498.0,3,MORTGAGE,5779.0,VENTURE,11.8,0.05,3.0,627,No,0
23.0,female,Bachelor,79329.0,0,MORTGAGE,10574.0,PERSONAL,7.0,0.13,4.0,593,Yes,0
23.0,male,Bachelor,70744.0,0,RENT,10000.0,MEDICAL,9.87,0.14,4.0,565,No,0
38.0,male,Associate,45553.0,19,RENT,3000.0,MEDICAL,11.04,0.07,13.0,545,Yes,0
24.0,female,Bachelor,20559.0,0,RENT,2292.0,VENTURE,12.95,0.11,4.0,605,Yes,0
38.0,male,Associate,181044.0,16,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.46,0.07,13.0,639,No,0
33.0,female,Bachelor,178384.0,13,OWN,8000.0,MEDICAL,13.98,0.04,5.0,636,Yes,0
23.0,female,Master,80049.0,0,MORTGAGE,12000.0,VENTURE,7.51,0.15,3.0,584,Yes,0
30.0,male,Master,58530.0,5,RENT,3600.0,VENTURE,9.92,0.06,5.0,610,Yes,0
23.0,male,Master,66821.0,0,RENT,10000.0,EDUCATION,10.61,0.15,3.0,703,Yes,0
23.0,male,Bachelor,102918.0,0,MORTGAGE,5000.0,EDUCATION,13.54,0.05,3.0,585,No,0
31.0,male,Bachelor,37166.0,7,RENT,8000.0,EDUCATION,12.96,0.22,9.0,648,Yes,0
32.0,male,Master,61171.0,9,RENT,8000.0,EDUCATION,10.84,0.13,9.0,610,Yes,0
24.0,male,High School,65392.0,5,RENT,1326.0,DEBTCONSOLIDATION,8.28,0.02,4.0,665,Yes,0
30.0,female,Associate,42776.0,5,RENT,10614.0,MEDICAL,8.36,0.25,7.0,695,No,0
40.0,female,Bachelor,20271.0,14,RENT,2373.0,DEBTCONSOLIDATION,11.17,0.12,12.0,689,No,0
26.0,female,High School,73986.0,6,MORTGAGE,12000.0,EDUCATION,13.37,0.16,4.0,630,Yes,0
21.0,male,Bachelor,35643.0,0,RENT,8000.0,MEDICAL,8.9,0.22,3.0,625,Yes,0
27.0,female,High School,51042.0,5,RENT,9711.0,DEBTCONSOLIDATION,11.03,0.19,6.0,549,Yes,0
28.0,female,Bachelor,51515.0,7,RENT,6000.0,VENTURE,12.23,0.12,10.0,697,Yes,0
23.0,male,Associate,63046.0,1,RENT,8400.0,VENTURE,9.35,0.13,3.0,441,Yes,0
33.0,female,Bachelor,144952.0,8,MORTGAGE,16836.0,EDUCATION,6.75,0.12,6.0,516,Yes,0
24.0,male,Master,57559.0,2,RENT,5000.0,MEDICAL,12.18,0.09,3.0,690,No,0
40.0,female,High School,84842.0,17,MORTGAGE,18000.0,EDUCATION,10.52,0.21,14.0,603,Yes,0
25.0,female,High School,145187.0,0,RENT,12000.0,PERSONAL,7.4,0.08,3.0,684,No,0
34.0,male,Master,75239.0,8,RENT,8000.0,HOMEIMPROVEMENT,10.35,0.11,8.0,714,Yes,0
29.0,female,Bachelor,114953.0,5,MORTGAGE,35000.0,EDUCATION,8.42,0.3,8.0,651,Yes,0
25.0,female,Bachelor,85162.0,2,MORTGAGE,10000.0,MEDICAL,12.26,0.12,4.0,687,No,0
27.0,male,Bachelor,275548.0,5,MORTGAGE,6713.0,DEBTCONSOLIDATION,7.55,0.02,5.0,668,Yes,0
30.0,male,Bachelor,30133.0,7,RENT,5000.0,DEBTCONSOLIDATION,10.97,0.17,8.0,634,Yes,0
23.0,male,Master,133175.0,0,MORTGAGE,20000.0,EDUCATION,12.38,0.15,3.0,611,No,0
34.0,male,Bachelor,61411.0,10,RENT,12870.0,HOMEIMPROVEMENT,9.39,0.21,11.0,675,Yes,0
33.0,female,Bachelor,173823.0,11,MORTGAGE,7357.0,MEDICAL,15.54,0.04,14.0,683,No,0
24.0,male,High School,93116.0,1,MORTGAGE,12253.0,MEDICAL,7.65,0.13,4.0,665,No,0
23.0,male,High School,43079.0,1,RENT,3500.0,MEDICAL,11.88,0.08,3.0,588,No,0
22.0,female,High School,72930.0,0,RENT,10000.0,MEDICAL,12.0,0.14,3.0,655,No,0
25.0,male,Associate,121139.0,0,MORTGAGE,8000.0,MEDICAL,14.66,0.07,4.0,622,Yes,0
23.0,female,Associate,43298.0,2,RENT,2028.0,EDUCATION,8.14,0.05,2.0,595,Yes,0
26.0,male,Associate,64181.0,5,MORTGAGE,15247.0,PERSONAL,9.64,0.24,3.0,630,No,0
22.0,male,Bachelor,60989.0,1,MORTGAGE,10000.0,VENTURE,11.5,0.16,4.0,561,Yes,0
38.0,male,Master,139144.0,18,MORTGAGE,20000.0,EDUCATION,15.45,0.14,10.0,725,Yes,0
36.0,male,Associate,39482.0,12,RENT,5000.0,MEDICAL,9.2,0.13,13.0,694,Yes,0
28.0,female,Bachelor,271654.0,3,MORTGAGE,20000.0,PERSONAL,12.23,0.07,6.0,576,Yes,0
30.0,female,Bachelor,149438.0,3,MORTGAGE,12000.0,VENTURE,9.08,0.08,4.0,692,Yes,0
22.0,female,Bachelor,51319.0,0,RENT,10443.0,EDUCATION,10.22,0.2,4.0,580,Yes,0
30.0,male,Bachelor,43983.0,5,OWN,15000.0,DEBTCONSOLIDATION,11.83,0.34,6.0,624,Yes,0
33.0,male,Bachelor,96925.0,4,RENT,1782.0,PERSONAL,10.73,0.02,7.0,684,No,0
22.0,male,Associate,60836.0,0,RENT,6000.0,PERSONAL,10.7,0.1,2.0,662,No,0
23.0,female,Master,72730.0,0,MORTGAGE,8000.0,EDUCATION,8.11,0.11,3.0,476,Yes,0
23.0,male,Associate,89804.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.79,0.11,2.0,611,No,0
27.0,male,High School,109165.0,6,MORTGAGE,20000.0,EDUCATION,8.92,0.18,5.0,614,No,0
23.0,female,High School,85220.0,1,MORTGAGE,3500.0,DEBTCONSOLIDATION,5.42,0.04,3.0,630,Yes,0
38.0,male,High School,126771.0,16,RENT,14000.0,HOMEIMPROVEMENT,6.03,0.11,14.0,592,Yes,0
24.0,female,High School,44584.0,0,RENT,6500.0,MEDICAL,6.12,0.15,3.0,634,Yes,0
26.0,male,Bachelor,73086.0,0,MORTGAGE,10500.0,PERSONAL,12.94,0.14,5.0,694,No,0
30.0,male,Associate,31562.0,5,RENT,6597.0,MEDICAL,10.47,0.21,7.0,669,No,0
25.0,female,High School,48924.0,0,RENT,7000.0,DEBTCONSOLIDATION,9.26,0.14,3.0,624,Yes,0
36.0,female,Associate,157052.0,16,RENT,20000.0,EDUCATION,11.0,0.13,14.0,604,No,0
22.0,female,High School,73029.0,0,MORTGAGE,6825.0,PERSONAL,8.13,0.09,3.0,590,Yes,0
33.0,male,Associate,53838.0,11,MORTGAGE,7000.0,HOMEIMPROVEMENT,8.05,0.13,8.0,680,No,0
26.0,female,Associate,84944.0,5,MORTGAGE,2000.0,VENTURE,12.39,0.02,2.0,650,Yes,0
23.0,female,High School,18320.0,1,RENT,2000.0,VENTURE,8.25,0.11,4.0,553,Yes,0
29.0,male,Bachelor,66767.0,9,MORTGAGE,9600.0,EDUCATION,8.23,0.14,5.0,552,Yes,0
28.0,female,Associate,32587.0,9,RENT,2348.0,PERSONAL,12.62,0.07,7.0,718,No,0
37.0,male,High School,50952.0,17,RENT,9600.0,VENTURE,12.62,0.19,12.0,683,Yes,0
22.0,female,Bachelor,35537.0,0,RENT,3000.0,VENTURE,10.84,0.08,3.0,697,Yes,0
32.0,male,Master,42728.0,10,RENT,6019.0,DEBTCONSOLIDATION,11.61,0.14,9.0,693,Yes,0
28.0,female,Associate,75758.0,3,MORTGAGE,3824.0,HOMEIMPROVEMENT,6.89,0.05,6.0,669,No,0
27.0,female,High School,56300.0,1,MORTGAGE,4000.0,PERSONAL,10.37,0.07,7.0,627,No,0
23.0,male,High School,49196.0,3,RENT,10000.0,EDUCATION,7.45,0.2,4.0,631,No,0
30.0,male,Bachelor,114766.0,10,MORTGAGE,5000.0,VENTURE,7.22,0.04,10.0,665,No,0
37.0,male,High School,58301.0,14,OWN,3500.0,MEDICAL,8.49,0.06,15.0,683,No,0
22.0,female,High School,33399.0,2,RENT,2489.0,EDUCATION,6.05,0.07,5.0,640,No,0
24.0,male,Associate,271098.0,3,MORTGAGE,7098.0,DEBTCONSOLIDATION,9.27,0.03,3.0,604,No,0
26.0,male,Bachelor,75208.0,2,MORTGAGE,7500.0,EDUCATION,12.61,0.1,4.0,697,Yes,0
30.0,male,Master,92153.0,8,MORTGAGE,5690.0,HOMEIMPROVEMENT,12.25,0.06,7.0,638,No,0
24.0,female,Bachelor,48741.0,4,RENT,9000.0,EDUCATION,11.99,0.18,4.0,657,Yes,0
25.0,female,High School,144833.0,1,MORTGAGE,6000.0,EDUCATION,11.0,0.04,3.0,538,Yes,0
23.0,male,High School,95988.0,0,MORTGAGE,3919.0,VENTURE,9.21,0.04,3.0,617,No,0
32.0,female,Bachelor,102282.0,11,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.65,0.1,8.0,679,No,0
27.0,female,High School,47927.0,1,MORTGAGE,8000.0,VENTURE,6.74,0.17,3.0,599,No,0
24.0,male,Master,63554.0,0,RENT,8000.0,EDUCATION,12.45,0.13,3.0,669,No,0
33.0,male,Associate,40543.0,11,RENT,4000.0,EDUCATION,12.77,0.1,9.0,683,No,0
